index,ID,has_duplicate,dup_of,title,author,format,language,published,date,description,edition,hashed_ID,hashed_title,hashed_author,hashed_format,hashed_language,hashed_published,hashed_date,hashed_description,hashed_edition,prev_ID,prev_title,prev_author,prev_format,prev_language,prev_published,prev_date,prev_description,prev_edition,ID_hamming_distance,title_hamming_distance,author_hamming_distance,format_hamming_distance,language_hamming_distance,published_hamming_distance,date_hamming_distance,description_hamming_distance,edition_hamming_distance
45,'99125249476706421',False,,Modern Essays,"Morley, Christopher 1890-1957",Book,English,Project Gutenberg,2011.0,nan,nan,2624613532478703515,8435592413811538195,2393258666629190722,3239280228008868087,232641095895406674,12511420131515466813,369296273302487050,11957213470032839208,11957213470032839208,'SCSB-12049462',Modern essays,"Morley, Christopher, 1890-1957",Book,English,"New York: Harcourt, Brace and company",1921.0,"x p., 2 l., 3-351 p. 20 cm.",nan,28,0,0,0,0,22,21,34,0
47,'9922697223506421',True,'SCSB-12049462',Modern essays,nan,Book,English,"New York, N.Y.: Harcourt, Brace and Company",1921.0,"x, 2 leaves, 3-351 pages ; 20 cm",nan,12823609968601048508,8435592413811538195,11957213470032839208,3239280228008868087,232641095895406674,11271791423119894315,609130515551808,13975802582391023835,11957213470032839208,'99125249476706421',Modern Essays,"Morley, Christopher 1890-1957",Book,English,Project Gutenberg,2011.0,nan,nan,27,0,29,0,0,30,21,29,0
74,'99114349313506421',False,,The Catholic world,nan,Journal,English,"New York, N.Y.: Lawrence Kehoe",1865.0,"1 online resource (volumes) : illustrations, plates ;; Vol. 1, no. 1 (Apr. 1865)-v. 214, no. 1281 (Dec. 1971).",nan,15607516236036277564,8552321745451319729,11957213470032839208,7354167141175773184,232641095895406674,2255241652295848086,48450598395187216,4694709003063377918,11957213470032839208,'9922697223506421',Modern essays,nan,Book,English,"New York, N.Y.: Harcourt, Brace and Company",1921.0,"x, 2 leaves, 3-351 pages ; 20 cm",nan,25,36,0,39,0,29,18,26,0
39,'SCSB-7733526',True,'SCSB-2451470',Memories of my son Sergeant Joyce Kilmer,"Kilmer, Annie Kilburn, d. 1932",Book,English,New York: Brentano's,1920.0,"7 p. l., 141 p. front., plates, ports. 21 cm.",nan,8001594982632337425,8820352638449468769,256847099487083898,3239280228008868087,232641095895406674,17849585910696655419,4611686018495021056,7411097564165785258,11957213470032839208,'99114349313506421',The Catholic world,nan,Journal,English,"New York, N.Y.: Lawrence Kehoe",1865.0,"1 online resource (volumes) : illustrations, plates ;; Vol. 1, no. 1 (Apr. 1865)-v. 214, no. 1281 (Dec. 1971).",nan,32,28,35,39,0,35,15,39,0
29,'9915801023506421',False,,Kilmer and Campion,"Campion Jesuit High School (Prairie du Chien, Wis.)",Book,English,"Prairie du Chien, Wis.: Printed by Howe Print. Co.",1937.0,"103 pages, illustrations, plates, portraits 24 cm",nan,12792172922870510954,8831536978811736096,12533305277552673110,3239280228008868087,232641095895406674,12973304189773571482,7268825208927224361,3285065841514331293,11957213470032839208,'SCSB-7733526',Memories of my son Sergeant Joyce Kilmer,"Kilmer, Annie Kilburn, d. 1932",Book,English,New York: Brentano's,1920.0,"7 p. l., 141 p. front., plates, ports. 21 cm.",nan,30,28,37,0,0,32,18,31,0
40,'SCSB-2451470',True,'SCSB-7733526',Memories of my son Sergeant Joyce Kilmer : with numerous unpublished poems and letters,"Kilmer, Annie Kilburn, -1932",Book,English,New York: Brentano's,1920.0,"141 pages : frontispiece, plates, portraits ; 21 cm",nan,10877568728330744,9088271910243254312,257696077048995690,3239280228008868087,232641095895406674,17849585910696655419,4611686018495021056,5159947768165377155,11957213470032839208,'9915801023506421',Kilmer and Campion,"Campion Jesuit High School (Prairie du Chien, Wis.)",Book,English,"Prairie du Chien, Wis.: Printed by Howe Print. Co.",1937.0,"103 pages, illustrations, plates, portraits 24 cm",nan,20,28,35,0,0,32,18,26,0
83,'99101503733506421',False,,Science nation,nan,Journal,English,"Arlington, Va.: National Science Foundation",2009.0,1 online resource; Began in 2009.,nan,9505600660946617476,9259528888514074630,11957213470032839208,7354167141175773184,232641095895406674,11641656540860975749,5044056668216778881,14029839115601198672,11957213470032839208,'SCSB-2451470',Memories of my son Sergeant Joyce Kilmer : with numerous unpublished poems and letters,"Kilmer, Annie Kilburn, -1932",Book,English,New York: Brentano's,1920.0,"141 pages : frontispiece, plates, portraits ; 21 cm",nan,29,33,33,39,0,31,17,35,0
92,'SCSB-8174844',True,'SCSB-6463534',Trees and other poems,"Kilmer, Joyce, 1886-1918",Book,English,"Garden City, N.Y.: Doubleday & Company, Inc",1914.0,75 p. ; 21 cm.,nan,7893868973622739308,9316139756765160568,2342903382622522707,3239280228008868087,232641095895406674,4769002673140441288,1297599789891207592,435213651170723754,11957213470032839208,'99101503733506421',Science nation,nan,Journal,English,"Arlington, Va.: National Science Foundation",2009.0,1 online resource; Began in 2009.,nan,31,34,29,39,0,32,26,31,0
93,'9937474423506421',True,'9937474493506421',Trees and other poems,"Kilmer, Joyce, 1886-1918",Book,English,New York: George H. Doran Company,1914.0,75 p. ; 21 cm.,nan,17317393842417382700,9316139756765160568,2342903382622522707,3239280228008868087,232641095895406674,9702264832087163565,1297599789891207592,435213651170723754,11957213470032839208,'SCSB-8174844',Trees and other poems,"Kilmer, Joyce, 1886-1918",Book,English,"Garden City, N.Y.: Doubleday & Company, Inc",1914.0,75 p. ; 21 cm.,nan,31,0,0,0,0,31,0,0,0
95,'9937474493506421',True,'9937474423506421',Trees and other poems,"Kilmer, Joyce, 1886-1918",Book,English,New York: George H. Doran Company,1914.0,75 p. ; 21 cm.,nan,13356460206026075406,9316139756765160568,2342903382622522707,3239280228008868087,232641095895406674,9702264832087163565,1297599789891207592,435213651170723754,11957213470032839208,'9937474423506421',Trees and other poems,"Kilmer, Joyce, 1886-1918",Book,English,New York: George H. Doran Company,1914.0,75 p. ; 21 cm.,nan,13,0,0,0,0,0,0,0,0
96,'9913467743506421',True,'9937474423506421',Trees and other poems,"Kilmer, Joyce, 1886-1918",Book,English,New York: George H. Doran Company,1914.0,75 p. ; 21 cm.,nan,11672076078831175148,9316139756765160568,2342903382622522707,3239280228008868087,232641095895406674,9702264832087163565,1297599789891207592,435213651170723754,11957213470032839208,'9937474493506421',Trees and other poems,"Kilmer, Joyce, 1886-1918",Book,English,New York: George H. Doran Company,1914.0,75 p. ; 21 cm.,nan,20,0,0,0,0,0,0,0,0
94,'9937474323506421',False,,Trees and other poems,"Kilmer, Joyce, 1886-1918",Book,English,New York: George H. Doran Company,1914.0,"[6], 9-65 leaves ; 20-25 cm.",nan,12779717497879500588,9316139756765160568,2342903382622522707,3239280228008868087,232641095895406674,9702264832087163565,1297599789891207592,9328399931114415335,11957213470032839208,'9913467743506421',Trees and other poems,"Kilmer, Joyce, 1886-1918",Book,English,New York: George H. Doran Company,1914.0,75 p. ; 21 cm.,nan,18,0,0,0,0,0,0,37,0
91,'99125325934906421',False,,Trees and Other Poems,"Kilmer, Joyce",Book,English,S.l.: Pub One Info,nan,1 online resource (1 v.),nan,15487061230895621126,9316139756765160568,3500317474963113331,3239280228008868087,232641095895406674,7116400314365082373,11957213470032839208,11639342219311363728,11957213470032839208,'9937474323506421',Trees and other poems,"Kilmer, Joyce, 1886-1918",Book,English,New York: George H. Doran Company,1914.0,"[6], 9-65 leaves ; 20-25 cm.",nan,34,0,10,0,0,32,30,28,0
43,'99129089206406421',False,,"Science : a poem dedicated to the American Association for the Advancement of Science : Albany, August 28, 1856","Street, Alfred Billings, 1811?-1881",Book,English,"Albany: Van Benthuysen, Printer",1856.0,1 online resource (9 p. ),nan,10770825462873392460,9334339733892509796,3593188110215530448,3239280228008868087,232641095895406674,13406591355973493053,297589458117920005,7036663345378403984,11957213470032839208,'99125325934906421',Trees and Other Poems,"Kilmer, Joyce",Book,English,S.l.: Pub One Info,nan,1 online resource (1 v.),nan,25,31,26,0,0,34,34,9,0
85,'9913636433506421',False,,The new poetry : an anthology of twentieth-century verse in English,nan,Book,English,New York: The Macmillan Company,1932.0,"lii pages, 1 leaf, 775 pages 23 cm","New ed., rev. and enl. by H.M., with biographical and critical notes.",11600058204626421052,9484781595239742678,11957213470032839208,3239280228008868087,232641095895406674,1658699487828868744,5477646638803664960,409993611944536528,10060899203785163652,'99129089206406421',"Science : a poem dedicated to the American Association for the Advancement of Science : Albany, August 28, 1856","Street, Alfred Billings, 1811?-1881",Book,English,"Albany: Van Benthuysen, Printer",1856.0,1 online resource (9 p. ),nan,20,28,31,0,0,36,22,28,33
76,'99125223674306421',False,,Science advances,nan,Journal,English,"Washington, DC: American Association for the Advancement of Science",2015.0,"1 online resource; Began with vol. 1, issue 1 (2015).",nan,2479386042429472972,9588735904928774212,11957213470032839208,7354167141175773184,232641095895406674,11786585160313092198,19176617001637168,3721751473761959001,11957213470032839208,'9913636433506421',The new poetry : an anthology of twentieth-century verse in English,nan,Book,English,New York: The Macmillan Company,1932.0,"lii pages, 1 leaf, 775 pages 23 cm","New ed., rev. and enl. by H.M., with biographical and critical notes.",23,30,0,39,0,35,23,34,33
45,'9990129823506421',False,,Science : a witness for the Bible,"Pendleton, William Nelson, 1809-1883",Book,English,Philadelphia: J.B. Lippincott & Company,1860.0,"1 online resource (350 pages) : illustrations, plan.",nan,11673204728564917584,9616969256606643306,16892975757697238405,3239280228008868087,232641095895406674,1422494257384897536,1802601109244609536,7049941489675902681,11957213470032839208,'99125223674306421',Science advances,nan,Journal,English,"Washington, DC: American Association for the Advancement of Science",2015.0,"1 online resource; Began with vol. 1, issue 1 (2015).",nan,28,24,36,39,0,32,14,27,0
70,'SCSB-8048079',False,,"Science : the ancient Hebrew significance of the book of Genesis ; the foundation of every science, philosophy and religion of all ages ; with a chapter showing the application of the law in healing disease","Haviland, Frank Wood",Book,English,New York City: Published and sold by the author,1897.0,"3 p.ℓ., [5]-186 p., 2 ℓ. ; 19 cm.",nan,36777118029324602,9630372258326085151,3581936503028804235,3239280228008868087,232641095895406674,14422196431657840831,3463276911186678816,3566974605172741354,11957213470032839208,'9990129823506421',Science : a witness for the Bible,"Pendleton, William Nelson, 1809-1883",Book,English,Philadelphia: J.B. Lippincott & Company,1860.0,"1 online resource (350 pages) : illustrations, plan.",nan,26,28,42,0,0,37,19,32,0
28,'SCSB-4213934',False,,Science ; list of audio visual and teaching aids intended to supplement the teaching of general science in all grades,"Flimlin, George E.",Book,English,Upper Montclair: The New Jersey State teachers college,1943.0,"v, 43 numbered leaves ; 28 X 22 cm",nan,12405763358383825256,9659213840589118052,16399185040871673532,3239280228008868087,232641095895406674,2275574051560395302,9283372148196934408,695146442747232755,11957213470032839208,'SCSB-8048079',"Science : the ancient Hebrew significance of the book of Genesis ; the foundation of every science, philosophy and religion of all ages ; with a chapter showing the application of the law in healing disease","Haviland, Frank Wood",Book,English,New York City: Published and sold by the author,1897.0,"3 p.ℓ., [5]-186 p., 2 ℓ. ; 19 cm.",nan,22,30,26,0,0,32,25,27,0
61,'SCSB-3083212',True,9919257233506421,Science : its method and its philosophy,"Brown, Guy Burniston",Book,English,London: Allen & Unwin,1950.0,"189 pages : illustrations, portraits ; 22 cm",nan,5353759680420283416,9851615313034635374,900748871517539247,3239280228008868087,232641095895406674,14646303043013833203,21679368489568840,855650387940179601,11957213470032839208,'SCSB-4213934',Science ; list of audio visual and teaching aids intended to supplement the teaching of general science in all grades,"Flimlin, George E.",Book,English,Upper Montclair: The New Jersey State teachers college,1943.0,"v, 43 numbered leaves ; 28 X 22 cm",nan,28,31,34,0,0,37,24,32,0
89,'9919257233506421',True,SCSB-8600974,"Science, its method and its philosophy","Brown, Guy Burniston",Book,English,London: Allen & Unwin,1950.0,"189 p. illus., ports. 22 cm.",nan,12969994613639580983,9851615313034635374,900748871517539247,3239280228008868087,232641095895406674,14646303043013833203,21679368489568840,7413665880070783218,11957213470032839208,'SCSB-3083212',Science : its method and its philosophy,"Brown, Guy Burniston",Book,English,London: Allen & Unwin,1950.0,"189 pages : illustrations, portraits ; 22 cm",nan,34,0,0,0,0,0,0,28,0
90,'SCSB-8600974',True,9919257233506421,"Science, its method and its philosophy","Brown, Guy Burniston",Book,English,London: Allen & Unwin,1950.0,"189 p. illus., ports. 22 cm.",nan,817676159432263240,9851615313034635374,900748871517539247,3239280228008868087,232641095895406674,14646303043013833203,21679368489568840,7413665880070783218,11957213470032839208,'9919257233506421',"Science, its method and its philosophy","Brown, Guy Burniston",Book,English,London: Allen & Unwin,1950.0,"189 p. illus., ports. 22 cm.",nan,33,0,0,0,0,0,0,0,0
58,'9982759983506421',False,,Questionable practices,"Gunn, Eileen, 1945-",Book,English,"Easthampton, Mass: Small Beer Press",2014.0,276 pages ; 21 cm,First edition.,10807140824158540828,9873465740622447124,5929590485568445216,3239280228008868087,232641095895406674,17821781875305510550,14339479357145875456,7985167204166282820,9504106878843958036,'SCSB-8600974',"Science, its method and its philosophy","Brown, Guy Burniston",Book,English,London: Allen & Unwin,1950.0,"189 p. illus., ports. 22 cm.",nan,30,29,35,0,0,33,31,30,29
74,'99125309899306421',False,,Science & diplomacy,nan,Journal,English,"Washington, DC: AAAS Center for Science Diplomacy",2012.0,"Began with vol. 1, no. 1 (Mar. 2012).",nan,137655224743141636,9911568281443116742,11957213470032839208,7354167141175773184,232641095895406674,14809520877328800837,1491268187721842952,9980754316357954392,11957213470032839208,'9982759983506421',Questionable practices,"Gunn, Eileen, 1945-",Book,English,"Easthampton, Mass: Small Beer Press",2014.0,276 pages ; 21 cm,First edition.,28,27,33,39,0,36,24,26,29
56,'99682483506421',False,,"Science : good, bad and bogus","Gardner, Martin, 1914-2010",Book,English,"Buffalo, N. Y.: Prometheus Books",1981.0,"xvii, 412 p. : ill. ; 24 cm.",nan,16859978761439609964,9912356377568963070,8193475477928819398,3239280228008868087,232641095895406674,7508710282862770025,135135356355149929,12321890368253673694,11957213470032839208,'99125309899306421',Science & diplomacy,nan,Journal,English,"Washington, DC: AAAS Center for Science Diplomacy",2012.0,"Began with vol. 1, no. 1 (Mar. 2012).",nan,30,23,29,39,0,34,19,30,0
79,'99125358230606421',False,,Science communication : a practical guide for scientists,nan,Book,English,Hoboken: Wiley; ワイリーパブリッシングジャパン; Wairīpaburisshingujapan,2013.0,1 online resource (402 p.),nan,6983605803236885860,9983133191879080068,11957213470032839208,3239280228008868087,232641095895406674,13137495685239585600,810802826707638144,16260038022598013586,11957213470032839208,'99682483506421',"Science : good, bad and bogus","Gardner, Martin, 1914-2010",Book,English,"Buffalo, N. Y.: Prometheus Books",1981.0,"xvii, 412 p. : ill. ; 24 cm.",nan,24,29,29,0,0,30,26,35,0
27,'SCSB-6463520',False,,Joyce Kilmer's anthology of Catholic poets,"Kilmer, Joyce, 1886-1918",Book,English,New York: Liveright publishing corporation,1939.0,389 p.,nan,15853352568225084545,9987008648213159912,2342903382622522707,3239280228008868087,232641095895406674,11728811920350254614,150875260454191162,14530868851261835101,11957213470032839208,'99125358230606421',Science communication : a practical guide for scientists,nan,Book,English,Hoboken: Wiley; ワイリーパブリッシングジャパン; Wairīpaburisshingujapan,2013.0,1 online resource (402 p.),nan,35,26,29,0,0,33,24,32,0
28,'9916240053506421',False,,Joyce Kilmer's anthology of Catholic poets,nan,Book,English,New York: Liveright Pub. Corp,1939.0,389 p. ; 23 cm.,Black & gold ed.,8717487639889355805,9987008648213159912,11957213470032839208,3239280228008868087,232641095895406674,10143520636225984009,150875260454191162,9919563401601087313,77236655853697703,'SCSB-6463520',Joyce Kilmer's anthology of Catholic poets,"Kilmer, Joyce, 1886-1918",Book,English,New York: Liveright publishing corporation,1939.0,389 p.,nan,31,0,29,0,0,19,0,22,30
65,'SCSB-4847564',True,9940967803506421,Science : locality & universality,nan,Book,English; Arabic,Rabat: Faculty of Letters and Human Sciences,2002.0,"153, 147 pages ; 24 cm.",nan,10604332910263818877,10018891009913847948,11957213470032839208,3239280228008868087,269883687182341218,113610362061201488,3680021715266060289,13592147367188113468,11957213470032839208,'9916240053506421',Joyce Kilmer's anthology of Catholic poets,nan,Book,English,New York: Liveright Pub. Corp,1939.0,389 p. ; 23 cm.,Black & gold ed.,32,31,0,0,16,33,19,37,30
64,'9940967803506421',True,SCSB-4847564,Science : locality & universality,nan,Book,English; Arabic; French,Rabat: Faculty of Letters and Human Sciences,2002.0,"153, 147 p. : ill. ; 24 cm.",nan,17507651689389042988,10018891009913847948,11957213470032839208,3239280228008868087,198116364212065379,113610362061201488,3680021715266060289,16897971498716977265,11957213470032839208,'SCSB-4847564',Science : locality & universality,nan,Book,English; Arabic,Rabat: Faculty of Letters and Human Sciences,2002.0,"153, 147 pages ; 24 cm.",nan,33,0,0,0,6,0,0,26,0
71,'9999612673506421',False,,Science : the definitive visual guide,nan,Book,English,London: Dorling Kindersley Limited,2016.0,"512 pages : illustrations (chiefly colour), maps, portraits ; 31 cm.",nan,10807382888691377429,10053972095463923854,11957213470032839208,3239280228008868087,232641095895406674,9879466134371554957,1745253793159862978,4741526118493854495,11957213470032839208,'9940967803506421',Science : locality & universality,nan,Book,English; Arabic; French,Rabat: Faculty of Letters and Human Sciences,2002.0,"153, 147 p. : ill. ; 24 cm.",nan,24,16,0,0,18,32,27,38,0
11,'SCSB-8578819',True,'9915939323506421',"Father Duffy's story; a tale of humor and heroism, of life and death with the Fighting Sixty-ninth","Duffy, Francis Patrick, 1871-1932",Book,English,New York: George H. Doran Company,1919.0,"xi p., 1 ℓ., 13-382 p. front., pl., ports., maps (1 fold.) 22 cm.",nan,4667467070336827824,10092091080133342988,5059469055925290608,3239280228008868087,232641095895406674,9702264832087163565,148023025550627852,9374344593377317546,11957213470032839208,'9999612673506421',Science : the definitive visual guide,nan,Book,English,London: Dorling Kindersley Limited,2016.0,"512 pages : illustrations (chiefly colour), maps, portraits ; 31 cm.",nan,30,27,26,0,0,33,28,32,0
10,'9915939323506421',True,'SCSB-8578819',"Father Duffy's story : a tale of humor and heroism, of life and death with the Fighting Sixty-ninth","Duffy, Francis Patrick, 1871-1932",Book,English,New York: George H. Doran Company,1919.0,"xi pages, 1 leaf, 13-382 pages : frontispiece, plates, portraits, maps (1 folded) ; 22 cm",nan,13039589234581648672,10092091080133342988,5059469055925290608,3239280228008868087,232641095895406674,9702264832087163565,148023025550627852,16552405411934386819,11957213470032839208,'SCSB-8578819',"Father Duffy's story; a tale of humor and heroism, of life and death with the Fighting Sixty-ninth","Duffy, Francis Patrick, 1871-1932",Book,English,New York: George H. Doran Company,1919.0,"xi p., 1 ℓ., 13-382 p. front., pl., ports., maps (1 fold.) 22 cm.",nan,27,0,0,0,0,0,0,34,0
27,'SCSB-3083520',False,,Science ; an interview,Center for the Study of Democratic Institutions,Book,English,"Ann Arbor, Mich: University Microfilms",1970.0,37 pages ; 20 cm,nan,6436822630170632336,10126454944337634023,4579382368918604468,3239280228008868087,232641095895406674,10172054349882133611,2379801248829360130,10691846799084118168,11957213470032839208,'9915939323506421',"Father Duffy's story : a tale of humor and heroism, of life and death with the Fighting Sixty-ninth","Duffy, Francis Patrick, 1871-1932",Book,English,New York: George H. Doran Company,1919.0,"xi pages, 1 leaf, 13-382 pages : frontispiece, plates, portraits, maps (1 folded) ; 22 cm",nan,34,24,31,0,0,34,24,27,0
50,'9916086183506421',False,,Our poets of today,"Cook, Howard W. (Howard Willard), 1890-",Book,English,"New York: Moffat, Yard & Company",1918.0,218 pages ; 20 cm.,nan,3742466379871423796,10143442054194731264,1085930956557493979,3239280228008868087,232641095895406674,11449688013845561487,74355719898300801,11335967386184393307,11957213470032839208,'SCSB-3083520',Science ; an interview,Center for the Study of Democratic Institutions,Book,English,"Ann Arbor, Mich: University Microfilms",1970.0,37 pages ; 20 cm,nan,29,33,33,0,0,30,27,21,0
4,'99125173608706421',False,,Pacific science,nan,Journal,English,Honolulu: University of Hawai'i Press,1947.0,Print began in 1947.,nan,12028138731497095685,10198398874173844095,11957213470032839208,7354167141175773184,232641095895406674,9078448284955098282,1454803421961063748,17744079638325299681,11957213470032839208,'9916086183506421',Our poets of today,"Cook, Howard W. (Howard Willard), 1890-",Book,English,"New York: Moffat, Yard & Company",1918.0,218 pages ; 20 cm.,nan,25,28,36,39,0,28,30,33,0
81,'99125320520206421',False,,Science education,nan,Journal,English,"New York, N.Y.: John Wiley & Sons",1929.0,"1 online resource; Print began with vol. 13, no. 4 (May 1929).",nan,16567401675179917581,10198459559888755262,11957213470032839208,7354167141175773184,232641095895406674,8234188242741100468,72762108399452352,1276758673323867512,11957213470032839208,'99125173608706421',Pacific science,nan,Journal,English,Honolulu: University of Hawai'i Press,1947.0,Print began in 1947.,nan,26,25,0,0,0,29,19,31,0
3,'99125202610906421',False,,Islam & science,nan,Journal,English,"Sherwood Park, Alta: Center for Islam and Science",2003.0,"1 online resource; Vol. 1, no. 1 (June 2003)-; Ceased with v. 10, no. 2 (winter 2012).",nan,11844951230789386502,10199938609219395258,11957213470032839208,7354167141175773184,232641095895406674,12361660375009293998,10674565966426409408,11670593214434758608,11957213470032839208,'99125320520206421',Science education,nan,Journal,English,"New York, N.Y.: John Wiley & Sons",1929.0,"1 online resource; Print began with vol. 13, no. 4 (May 1929).",nan,20,17,0,0,0,26,20,28,0
56,'SCSB-11516067',True,'9915352713506421',Poems of the great war,"Cunliffe, John William, 1865-1946",Book,English,New York: The Macmillan Company,1916.0,"xx p., 1 l., 297 p. ; 20 cm.",nan,9917500676781795701,10215257219896949548,7220946758049854624,3239280228008868087,232641095895406674,1658699487828868744,81065102799405761,10387796231205356161,11957213470032839208,'99125202610906421',Islam & science,nan,Journal,English,"Sherwood Park, Alta: Center for Islam and Science",2003.0,"1 online resource; Vol. 1, no. 1 (June 2003)-; Ceased with v. 10, no. 2 (winter 2012).",nan,29,25,34,39,0,31,24,31,0
57,'9915352713506421',True,'SCSB-11516067',Poems of the great war,nan,Book,English,New York: Macmillan,1916.0,"xx, 297 pages ; 20 cm",nan,4151438608474384181,10215257219896949548,11957213470032839208,3239280228008868087,232641095895406674,11359247390661763778,81065102799405761,13677777676866317113,11957213470032839208,'SCSB-11516067',Poems of the great war,"Cunliffe, John William, 1865-1946",Book,English,New York: The Macmillan Company,1916.0,"xx p., 1 l., 297 p. ; 20 cm.",nan,32,0,34,0,0,21,0,37,0
64,'9922721573506421',False,,"Scepticisms, notes on contemporary poetry","Aiken, Conrad, 1889-1973",Book,English,New York: A.A. Knopf,1919.0,"3 p. ., 305, [1] p. 20 cm.",nan,13040957060279678292,10286599959991901584,11484854669091375528,3239280228008868087,232641095895406674,10836003286759481129,148023025550627852,15684467399852634889,11957213470032839208,'9915352713506421',Poems of the great war,nan,Book,English,New York: Macmillan,1916.0,"xx, 297 pages ; 20 cm",nan,29,30,30,0,0,30,24,27,0
69,'99125159688606421',True,99125289678606421,Science : teaching school subjects 11-19,"Kind, Vanessa",Book,English,Taylor & Francis; New York: Routledge,2005.0,1 online resource (300 p.),nan,7379517818511295876,10310085135262619260,7131419838930780494,3239280228008868087,232641095895406674,2624650889716879924,9399313701263417352,2415911091762136656,11957213470032839208,'9922721573506421',"Scepticisms, notes on contemporary poetry","Aiken, Conrad, 1889-1973",Book,English,New York: A.A. Knopf,1919.0,"3 p. ., 305, [1] p. 20 cm.",nan,31,32,33,0,0,33,24,30,0
68,'99123054713506421',True,99125159688606421,Science : teaching school subjects 11-19,"Kind, Vanessa",Book,English,New York: Routledge,2005.0,1 online resource,nan,9495854463035245596,10310085135262619260,7131419838930780494,3239280228008868087,232641095895406674,9685314273340748372,9399313701263417352,7027588005393774160,11957213470032839208,'99125159688606421',Science : teaching school subjects 11-19,"Kind, Vanessa",Book,English,Taylor & Francis; New York: Routledge,2005.0,1 online resource (300 p.),nan,25,0,0,0,0,15,0,10,0
67,'99125289678606421',True,99125159688606421,Science : teaching school subjects 11-19,"Kind, Vanessa",Book,English,"New York, New York: Taylor & Francis",2005.0,"1 online resource (xxii, 277 pages) : illustrations.",nan,7091093928486797328,10310085135262619260,7131419838930780494,3239280228008868087,232641095895406674,9710938465981567548,9399313701263417352,2419699082191395355,11957213470032839208,'99123054713506421',Science : teaching school subjects 11-19,"Kind, Vanessa",Book,English,New York: Routledge,2005.0,1 online resource,nan,23,0,0,0,0,24,0,26,0
88,'SCSB-8603807',True,SCSB-4326152,"Science, its effect on industry, politics, war, education, religion and leadership","Hill, D. W. (Douglas W.)",Book,English,"Brooklyn, N.Y.: Chemical Publishing Co., inc",1946.0,"v, 114 p. 23 cm.",nan,746042049905615880,10342772257387600434,5309514330112644191,3239280228008868087,232641095895406674,12192893350039084699,2594224031452377701,6557336476609978496,11957213470032839208,'99125289678606421',Science : teaching school subjects 11-19,"Kind, Vanessa",Book,English,"New York, New York: Taylor & Francis",2005.0,"1 online resource (xxii, 277 pages) : illustrations.",nan,23,30,31,0,0,39,32,33,0
59,'SCSB-4326152',True,SCSB-8603807,"Science : its effect on industry, politics, war, education, religion and leadership","Hill, D. W. (Douglas W.)",Book,English,"Brooklyn, N.Y.: Chemical Pub. Co., inc",1946.0,"v, 114 pages ; 23 cm",nan,2095128401556960026,10342772257387600434,5309514330112644191,3239280228008868087,232641095895406674,13384581435597086221,2594224031452377701,10507199534065985553,11957213470032839208,'SCSB-8603807',"Science, its effect on industry, politics, war, education, religion and leadership","Hill, D. W. (Douglas W.)",Book,English,"Brooklyn, N.Y.: Chemical Publishing Co., inc",1946.0,"v, 114 p. 23 cm.",nan,28,0,0,0,0,14,0,24,0
63,'9921278523506421',False,,Science : leçons théoriques et pratiques du Livre de Thot,"Alliette, 1738-1791",Book,French,Paris?: s.n.,1787.0,"viij,94 p. ; 17 cm. (12mo)",nan,11601268735914219294,10412990212939608260,2752509904072993514,3239280228008868087,1365956837188197797,14091778937650950176,299640839406100692,13864419455922764032,11957213470032839208,'SCSB-4326152',"Science : its effect on industry, politics, war, education, religion and leadership","Hill, D. W. (Douglas W.)",Book,English,"Brooklyn, N.Y.: Chemical Pub. Co., inc",1946.0,"v, 114 pages ; 23 cm",nan,30,37,36,0,32,36,17,28,0
1,'SCSB-13638020',False,,A meeting with Roland Coryn : choral music for mixed choir a cappella on English poems,"Coryn, Roland",Audio,English,"Beveren, Belgium: Phaedra",2014.0,1 audio disc : digital ; 4 3/4 in.,nan,11544478827541889369,10463232512598239490,6396440234208292762,687109693184804352,232641095895406674,941119844055919000,14339479357145875456,15618240115789554085,11957213470032839208,'9921278523506421',Science : leçons théoriques et pratiques du Livre de Thot,"Alliette, 1738-1791",Book,French,Paris?: s.n.,1787.0,"viij,94 p. ; 17 cm. (12mo)",nan,26,28,32,34,32,29,28,30,0
0,'SCSB-2445556',False,,A cheerful ascetic and other essays,"Daly, James J. (James Jeremiah), 1872-1953",Book,English,New York [etc.]: The Bruce publishing company,1931.0,147 pages ; 22 cm.,nan,1751453986877122772,10761692885318008560,8901284210735651221,3239280228008868087,232641095895406674,9328110778555568682,5621059446760407817,11871781382926014906,11957213470032839208,'SCSB-13638020',A meeting with Roland Coryn : choral music for mixed choir a cappella on English poems,"Coryn, Roland",Audio,English,"Beveren, Belgium: Phaedra",2014.0,1 audio disc : digital ; 4 3/4 in.,nan,29,27,30,34,0,35,22,32,0
60,'99889403506421',False,,Science : its history and development among the world's cultures,"Ronan, Colin A.",Book,English,"New York, NY: Facts on File",1982.0,543 p. : ill. ; 24 cm.,nan,13029950921091982452,10774933957171480766,9275100024250318148,3239280228008868087,232641095895406674,10181711418324832878,9800049962055639568,12321888233014640772,11957213470032839208,'SCSB-2445556',A cheerful ascetic and other essays,"Daly, James J. (James Jeremiah), 1872-1953",Book,English,New York [etc.]: The Bruce publishing company,1931.0,147 pages ; 22 cm.,nan,28,33,26,0,0,25,24,31,0
